Ticket ID,Ticket Subject,Ticket Status,Ticket Priority,Ticket Type
7297,Hardware issue,closed,Medium,refund request
7298,Delivery problem,open,High,billing inquiry
7299,Product compatibility,open,High,cancellation request
7300,Product setup,closed,Low,refund request
7301,Installation support,pending customer response,High,product inquiry
7302,Hardware issue,closed,Critical,technical issue
7303,Cancellation request,closed,Medium,billing inquiry
7304,Refund request,pending customer response,High,product inquiry
7305,Product compatibility,pending customer response,Medium,refund request
7306,Refund request,open,High,cancellation request
7307,Account access,open,Low,billing inquiry
7308,Battery life,pending customer response,Critical,cancellation request
7309,Network problem,pending customer response,High,product inquiry
7310,Software bug,closed,Low,cancellation request
7311,Software bug,pending customer response,Low,cancellation request
7312,Delivery problem,pending customer response,Medium,cancellation request
7313,Product compatibility,open,Low,billing inquiry
7314,Delivery problem,pending customer response,Critical,product inquiry
7315,Product compatibility,closed,Medium,refund request
7316,Payment issue,pending customer response,Low,refund request
7317,Refund request,pending customer response,Critical,product inquiry
7318,Hardware issue,closed,High,product inquiry
7319,Product recommendation,closed,Critical,product inquiry
7320,Battery life,closed,High,refund request
7321,Product compatibility,open,Low,product inquiry
7322,Payment issue,open,Low,refund request
7323,Delivery problem,pending customer response,Low,billing inquiry
7324,Delivery problem,pending customer response,Medium,technical issue
7325,Account access,closed,Low,technical issue
7326,Product setup,closed,Critical,product inquiry
7327,Network problem,closed,Critical,cancellation request
7328,Product recommendation,closed,Critical,billing inquiry
7329,Account access,closed,Low,technical issue
7330,Payment issue,pending customer response,Critical,cancellation request
7331,Payment issue,closed,Critical,billing inquiry
7332,Network problem,closed,Low,billing inquiry
7333,Account access,closed,Critical,refund request
7334,Product recommendation,closed,Low,technical issue
7335,Battery life,closed,High,product inquiry
7336,Display issue,open,Medium,product inquiry
7337,Payment issue,pending customer response,Medium,billing inquiry
7338,Network problem,open,Medium,product inquiry
7339,Display issue,pending customer response,Medium,refund request
7340,Product recommendation,closed,Critical,cancellation request
7341,Cancellation request,closed,Low,technical issue
7342,Display issue,closed,Critical,billing inquiry
7343,Cancellation request,closed,Low,refund request
7344,Installation support,open,High,technical issue
7345,Account access,pending customer response,Critical,product inquiry
7346,Installation support,pending customer response,High,product inquiry
7347,Network problem,open,Critical,refund request
7348,Data loss,pending customer response,Critical,technical issue
7349,Product compatibility,open,High,product inquiry
7350,Installation support,closed,High,billing inquiry
7351,Display issue,closed,High,billing inquiry
7352,Data loss,pending customer response,Medium,product inquiry
7353,Battery life,open,Low,cancellation request
7354,Data loss,pending customer response,Medium,refund request
7355,Software bug,open,High,product inquiry
7356,Account access,open,Low,billing inquiry
7357,Product setup,closed,Low,billing inquiry
7358,Payment issue,open,High,product inquiry
7359,Battery life,closed,Medium,billing inquiry
7360,Product setup,closed,Low,cancellation request
7361,Product recommendation,pending customer response,Low,cancellation request
7362,Cancellation request,open,Low,refund request
7363,Account access,open,Low,cancellation request
7364,Delivery problem,open,High,refund request
7365,Software bug,pending customer response,Low,refund request
7366,Network problem,closed,Critical,billing inquiry
7367,Hardware issue,pending customer response,Medium,refund request
7368,Network problem,pending customer response,Critical,technical issue
7369,Installation support,open,Low,cancellation request
7370,Installation support,open,High,refund request
7371,Payment issue,closed,Low,cancellation request
7372,Installation support,closed,Critical,refund request
7373,Product compatibility,open,Critical,product inquiry
7374,Product setup,closed,High,refund request
7375,Delivery problem,closed,Low,cancellation request
7376,Display issue,pending customer response,Low,billing inquiry
7377,Software bug,open,Medium,cancellation request
7378,Product setup,closed,Critical,refund request
7379,Cancellation request,pending customer response,Medium,billing inquiry
7380,Account access,pending customer response,Medium,product inquiry
7381,Refund request,open,High,billing inquiry
7382,Account access,pending customer response,Critical,cancellation request
7383,Cancellation request,pending customer response,Medium,technical issue
7384,Product compatibility,open,Medium,billing inquiry
7385,Product setup,pending customer response,High,technical issue
7386,Cancellation request,open,Low,technical issue
7387,Refund request,closed,High,product inquiry
7388,Battery life,closed,Medium,product inquiry
7389,Product recommendation,closed,High,billing inquiry
7390,Refund request,closed,Critical,product inquiry
7391,Battery life,open,Medium,billing inquiry
7392,Delivery problem,pending customer response,Low,cancellation request
7393,Battery life,closed,High,product inquiry
7394,Installation support,closed,High,cancellation request
7395,Cancellation request,open,High,cancellation request
7396,Delivery problem,pending customer response,Critical,cancellation request
7397,Product setup,pending customer response,Critical,product inquiry
7398,Data loss,pending customer response,Medium,cancellation request
7399,Payment issue,closed,Critical,refund request
7400,Display issue,open,Low,refund request
7401,Network problem,open,Low,billing inquiry
7402,Installation support,closed,Low,billing inquiry
7403,Data loss,closed,Critical,technical issue
7404,Payment issue,pending customer response,High,cancellation request
7405,Payment issue,closed,High,cancellation request
7406,Product setup,closed,High,cancellation request
7407,Product setup,pending customer response,Low,cancellation request
7408,Hardware issue,open,Critical,cancellation request
7409,Product compatibility,closed,Critical,cancellation request
7410,Account access,open,High,technical issue
7411,Installation support,pending customer response,Medium,cancellation request
7412,Cancellation request,open,Low,refund request
7413,Battery life,closed,High,refund request
7414,Delivery problem,open,High,technical issue
7415,Payment issue,open,High,technical issue
7416,Network problem,open,Low,product inquiry
7417,Delivery problem,open,Medium,product inquiry
7418,Account access,open,Critical,refund request
7419,Network problem,open,Medium,technical issue
7420,Product setup,closed,High,cancellation request
7421,Battery life,open,Medium,technical issue
7422,Cancellation request,pending customer response,Medium,product inquiry
7423,Refund request,open,Medium,technical issue
7424,Data loss,pending customer response,Low,technical issue
7425,Product setup,pending customer response,Medium,billing inquiry
7426,Product setup,open,Critical,product inquiry
7427,Account access,open,Low,billing inquiry
7428,Delivery problem,open,High,refund request
7429,Account access,closed,Critical,refund request
7430,Hardware issue,pending customer response,Critical,billing inquiry
7431,Network problem,closed,Medium,product inquiry
7432,Delivery problem,closed,Medium,refund request
7433,Payment issue,open,Medium,refund request
7434,Data loss,closed,Low,billing inquiry
7435,Product setup,pending customer response,Medium,cancellation request
7436,Battery life,open,Critical,refund request
7437,Product compatibility,pending customer response,Critical,refund request
7438,Product recommendation,pending customer response,Critical,product inquiry
7439,Display issue,open,High,billing inquiry
7440,Software bug,open,Medium,billing inquiry
7441,Payment issue,closed,Critical,cancellation request
7442,Refund request,pending customer response,Low,product inquiry
7443,Refund request,open,Critical,technical issue
7444,Installation support,open,Medium,billing inquiry
7445,Network problem,closed,Low,cancellation request
7446,Account access,pending customer response,High,refund request
7447,Display issue,pending customer response,Medium,cancellation request
7448,Peripheral compatibility,open,High,product inquiry
7449,Display issue,closed,High,technical issue
7450,Hardware issue,closed,Low,refund request
7451,Cancellation request,open,Medium,technical issue
7452,Account access,pending customer response,High,product inquiry
7453,Network problem,pending customer response,Low,product inquiry
7454,Delivery problem,closed,High,technical issue
7455,Refund request,open,Medium,technical issue
7456,Cancellation request,pending customer response,Medium,product inquiry
7457,Hardware issue,closed,Medium,product inquiry
7458,Network problem,open,Critical,refund request
7459,Cancellation request,open,Low,product inquiry
7460,Account access,pending customer response,Critical,product inquiry
7461,Product setup,pending customer response,Medium,cancellation request
7462,Installation support,pending customer response,Low,cancellation request
7463,Software bug,pending customer response,Low,product inquiry
7464,Product setup,closed,Low,billing inquiry
7465,Product recommendation,closed,Low,technical issue
7466,Delivery problem,open,Medium,product inquiry
7467,Delivery problem,pending customer response,Critical,refund request
7468,Network problem,pending customer response,Critical,product inquiry
7469,Software bug,pending customer response,Low,refund request
7470,Installation support,open,Low,technical issue
7471,Peripheral compatibility,closed,Low,billing inquiry
7472,Delivery problem,pending customer response,High,technical issue
7473,Refund request,pending customer response,High,technical issue
7474,Delivery problem,closed,High,product inquiry
7475,Data loss,closed,Low,billing inquiry
7476,Hardware issue,pending customer response,Critical,refund request
7477,Product recommendation,closed,Medium,billing inquiry
7478,Installation support,closed,Critical,product inquiry
7479,Cancellation request,closed,Critical,technical issue
7480,Display issue,closed,Critical,refund request
7481,Product recommendation,open,Critical,refund request
7482,Hardware issue,pending customer response,Low,product inquiry
7483,Installation support,pending customer response,Critical,product inquiry
7484,Refund request,open,Medium,refund request
7485,Product setup,open,Low,cancellation request
7486,Refund request,closed,Medium,refund request
7487,Delivery problem,open,Medium,cancellation request
7488,Data loss,closed,Medium,cancellation request
7489,Hardware issue,open,Medium,product inquiry
7490,Hardware issue,pending customer response,Low,billing inquiry
7491,Product setup,closed,High,refund request
7492,Payment issue,open,Low,cancellation request
7493,Installation support,open,Low,billing inquiry
7494,Account access,closed,Critical,billing inquiry
7495,Account access,closed,Low,billing inquiry
7496,Software bug,closed,High,technical issue
7497,Data loss,open,Medium,refund request
7498,Delivery problem,pending customer response,Critical,cancellation request
7499,Payment issue,open,High,billing inquiry
7500,Software bug,open,Medium,cancellation request
7501,Payment issue,pending customer response,Low,refund request
7502,Software bug,closed,High,cancellation request
7503,Refund request,open,Critical,billing inquiry
7504,Software bug,closed,Low,product inquiry
7505,Hardware issue,open,Medium,cancellation request
7506,Peripheral compatibility,closed,High,billing inquiry
7507,Battery life,closed,Critical,technical issue
7508,Peripheral compatibility,pending customer response,Medium,product inquiry
7509,Refund request,pending customer response,Critical,product inquiry
7510,Installation support,closed,High,refund request
7511,Product setup,pending customer response,Medium,cancellation request
7512,Product recommendation,closed,Medium,cancellation request
7513,Product recommendation,open,Medium,refund request
7514,Product compatibility,closed,Low,technical issue
7515,Display issue,pending customer response,High,technical issue
7516,Product recommendation,pending customer response,High,billing inquiry
7517,Product setup,closed,Low,technical issue
7518,Battery life,open,Medium,technical issue
7519,Data loss,closed,Low,technical issue
7520,Peripheral compatibility,closed,Critical,cancellation request
7521,Product setup,closed,Low,technical issue
7522,Refund request,pending customer response,Low,refund request
7523,Peripheral compatibility,closed,Critical,refund request
7524,Product recommendation,closed,Low,cancellation request
7525,Account access,pending customer response,Medium,technical issue
7526,Network problem,closed,High,billing inquiry
7527,Delivery problem,pending customer response,High,technical issue
7528,Data loss,closed,Medium,technical issue
7529,Delivery problem,pending customer response,Critical,billing inquiry
7530,Software bug,pending customer response,Low,technical issue
7531,Hardware issue,closed,High,technical issue
7532,Data loss,open,Low,refund request
7533,Hardware issue,closed,High,cancellation request
7534,Hardware issue,open,Medium,product inquiry
7535,Product setup,pending customer response,Critical,technical issue
7536,Product recommendation,pending customer response,High,refund request
7537,Display issue,open,Low,billing inquiry
7538,Data loss,closed,Medium,technical issue
7539,Product setup,open,High,billing inquiry
7540,Display issue,closed,High,cancellation request
7541,Product recommendation,open,Low,technical issue
7542,Refund request,closed,Medium,product inquiry
7543,Delivery problem,closed,Critical,refund request
7544,Product recommendation,closed,High,refund request
7545,Display issue,pending customer response,Low,refund request
7546,Account access,open,Critical,product inquiry
7547,Delivery problem,open,Medium,billing inquiry
7548,Refund request,closed,Medium,cancellation request
7549,Account access,closed,High,technical issue
7550,Peripheral compatibility,closed,High,refund request
7551,Data loss,pending customer response,Medium,technical issue
7552,Product recommendation,pending customer response,High,cancellation request
7553,Cancellation request,pending customer response,High,technical issue
7554,Cancellation request,pending customer response,Medium,billing inquiry
7555,Hardware issue,open,Medium,product inquiry
7556,Hardware issue,closed,Critical,technical issue
7557,Installation support,pending customer response,Low,technical issue
7558,Data loss,closed,Low,refund request
7559,Peripheral compatibility,closed,High,technical issue
7560,Software bug,open,Medium,refund request
7561,Peripheral compatibility,open,Low,billing inquiry
7562,Network problem,open,Critical,billing inquiry
7563,Delivery problem,closed,Medium,product inquiry
7564,Battery life,pending customer response,Low,cancellation request
7565,Account access,pending customer response,Low,billing inquiry
7566,Software bug,pending customer response,Medium,cancellation request
7567,Cancellation request,pending customer response,High,cancellation request
7568,Refund request,closed,High,cancellation request
7569,Refund request,closed,Medium,cancellation request
7570,Network problem,open,High,billing inquiry
7571,Display issue,pending customer response,Medium,technical issue
7572,Display issue,open,Critical,refund request
7573,Data loss,closed,High,cancellation request
7574,Account access,pending customer response,Low,technical issue
7575,Battery life,open,Medium,refund request
7576,Data loss,open,Low,product inquiry
7577,Network problem,closed,Critical,billing inquiry
7578,Network problem,open,High,technical issue
7579,Peripheral compatibility,open,Medium,product inquiry
7580,Software bug,pending customer response,Critical,cancellation request
7581,Battery life,closed,Low,refund request
7582,Refund request,closed,High,technical issue
7583,Hardware issue,pending customer response,Critical,technical issue
7584,Display issue,closed,Critical,refund request
7585,Peripheral compatibility,open,Critical,product inquiry
7586,Hardware issue,closed,High,refund request
7587,Data loss,pending customer response,Low,cancellation request
7588,Installation support,pending customer response,Low,product inquiry
7589,Cancellation request,closed,Critical,cancellation request
7590,Data loss,pending customer response,Critical,billing inquiry
7591,Product setup,closed,High,cancellation request
7592,Software bug,closed,Critical,billing inquiry
7593,Hardware issue,open,Low,refund request
7594,Delivery problem,pending customer response,Medium,refund request
7595,Cancellation request,closed,High,cancellation request
7596,Product compatibility,closed,Medium,billing inquiry
7597,Product recommendation,pending customer response,Medium,product inquiry
7598,Account access,open,Low,billing inquiry
7599,Installation support,closed,Low,refund request
7600,Data loss,open,Low,refund request
7601,Product compatibility,closed,High,product inquiry
7602,Account access,closed,Critical,refund request
7603,Hardware issue,pending customer response,Critical,cancellation request
7604,Display issue,closed,Medium,product inquiry
7605,Refund request,pending customer response,Medium,cancellation request
7606,Refund request,open,Critical,refund request
7607,Product compatibility,open,High,product inquiry
7608,Network problem,open,Critical,refund request
7609,Display issue,closed,Medium,technical issue
7610,Display issue,closed,Critical,product inquiry
7611,Product recommendation,open,Medium,technical issue
7612,Product compatibility,open,Critical,product inquiry
7613,Product compatibility,closed,Medium,billing inquiry
7614,Battery life,open,Low,billing inquiry
7615,Product compatibility,closed,High,technical issue
7616,Battery life,pending customer response,High,billing inquiry
7617,Product setup,open,High,technical issue
7618,Installation support,closed,Low,refund request
7619,Data loss,closed,Medium,billing inquiry
7620,Product compatibility,pending customer response,Medium,product inquiry
7621,Cancellation request,open,Medium,refund request
7622,Payment issue,pending customer response,High,product inquiry
7623,Peripheral compatibility,open,Low,billing inquiry
7624,Account access,pending customer response,Low,refund request
7625,Product compatibility,closed,Medium,refund request
7626,Delivery problem,pending customer response,Medium,billing inquiry
7627,Refund request,open,Critical,billing inquiry
7628,Delivery problem,closed,Low,technical issue
7629,Product compatibility,pending customer response,Low,refund request
7630,Software bug,closed,Medium,cancellation request
7631,Cancellation request,open,Medium,cancellation request
7632,Network problem,pending customer response,Medium,refund request
7633,Product compatibility,pending customer response,Low,technical issue
7634,Network problem,open,Low,refund request
7635,Refund request,closed,Critical,cancellation request
7636,Network problem,pending customer response,Low,refund request
7637,Hardware issue,pending customer response,Critical,billing inquiry
7638,Payment issue,pending customer response,High,billing inquiry
7639,Network problem,open,Low,technical issue
7640,Data loss,open,Low,product inquiry
7641,Account access,pending customer response,Medium,technical issue
7642,Display issue,pending customer response,Medium,billing inquiry
7643,Refund request,pending customer response,Low,cancellation request
7644,Display issue,open,Critical,technical issue
7645,Product recommendation,closed,Critical,technical issue
7646,Cancellation request,open,Critical,refund request
7647,Hardware issue,closed,High,billing inquiry
7648,Cancellation request,closed,High,technical issue
7649,Network problem,closed,High,refund request
7650,Cancellation request,open,Medium,refund request
7651,Software bug,open,Medium,product inquiry
7652,Data loss,open,Critical,product inquiry
7653,Network problem,pending customer response,Medium,technical issue
7654,Data loss,pending customer response,Critical,billing inquiry
7655,Account access,closed,Low,technical issue
7656,Cancellation request,pending customer response,Critical,refund request
7657,Cancellation request,open,Medium,refund request
7658,Cancellation request,open,Critical,technical issue
7659,Cancellation request,open,Critical,cancellation request
7660,Peripheral compatibility,open,Medium,technical issue
7661,Peripheral compatibility,closed,Low,refund request
7662,Product recommendation,closed,Medium,cancellation request
7663,Network problem,pending customer response,Medium,technical issue
7664,Refund request,open,Critical,technical issue
7665,Delivery problem,open,Critical,product inquiry
7666,Battery life,closed,Medium,technical issue
7667,Hardware issue,pending customer response,High,cancellation request
7668,Refund request,pending customer response,Critical,refund request
7669,Delivery problem,open,High,product inquiry
7670,Peripheral compatibility,open,Critical,cancellation request
7671,Data loss,pending customer response,Low,product inquiry
7672,Hardware issue,pending customer response,Critical,product inquiry
7673,Installation support,open,Medium,technical issue
7674,Refund request,open,Critical,refund request
7675,Display issue,pending customer response,Low,billing inquiry
7676,Product compatibility,closed,High,technical issue
7677,Product setup,closed,Low,product inquiry
7678,Delivery problem,closed,Critical,refund request
7679,Network problem,closed,Critical,refund request
7680,Cancellation request,open,Critical,refund request
7681,Peripheral compatibility,open,Critical,cancellation request
7682,Product compatibility,pending customer response,Low,billing inquiry
7683,Peripheral compatibility,closed,Low,refund request
7684,Delivery problem,pending customer response,High,technical issue
7685,Data loss,pending customer response,High,billing inquiry
7686,Installation support,closed,High,billing inquiry
7687,Software bug,closed,Medium,cancellation request
7688,Data loss,open,Critical,refund request
7689,Product compatibility,pending customer response,Critical,billing inquiry
7690,Hardware issue,pending customer response,High,technical issue
7691,Refund request,pending customer response,Medium,cancellation request
7692,Delivery problem,pending customer response,Medium,billing inquiry
7693,Display issue,closed,Critical,refund request
7694,Network problem,open,Low,refund request
7695,Display issue,open,Medium,cancellation request
7696,Installation support,pending customer response,Medium,technical issue
7697,Cancellation request,closed,Low,cancellation request
7698,Product compatibility,open,Critical,product inquiry
7699,Product recommendation,open,Low,technical issue
7700,Account access,closed,High,cancellation request
7701,Account access,closed,High,cancellation request
7702,Product compatibility,open,Critical,product inquiry
7703,Display issue,closed,Medium,billing inquiry
7704,Delivery problem,open,Low,technical issue
7705,Peripheral compatibility,pending customer response,Low,cancellation request
7706,Delivery problem,pending customer response,Low,technical issue
7707,Cancellation request,pending customer response,Medium,cancellation request
7708,Display issue,pending customer response,Low,cancellation request
7709,Product recommendation,open,High,technical issue
7710,Network problem,open,Critical,billing inquiry
7711,Product setup,closed,Critical,refund request
7712,Display issue,open,Low,product inquiry
7713,Peripheral compatibility,open,Medium,product inquiry
7714,Network problem,open,Low,billing inquiry
7715,Product setup,open,Low,technical issue
7716,Payment issue,pending customer response,Critical,refund request
7717,Installation support,open,Medium,product inquiry
7718,Installation support,open,Medium,billing inquiry
7719,Network problem,open,Medium,technical issue
7720,Battery life,closed,Medium,billing inquiry
7721,Network problem,pending customer response,Medium,technical issue
7722,Software bug,open,Critical,refund request
7723,Battery life,pending customer response,High,technical issue
7724,Account access,pending customer response,High,technical issue
7725,Product recommendation,closed,Critical,product inquiry
7726,Installation support,pending customer response,High,refund request
7727,Payment issue,pending customer response,Low,technical issue
7728,Software bug,open,Low,refund request
7729,Display issue,closed,Critical,technical issue
7730,Delivery problem,closed,Medium,refund request
7731,Peripheral compatibility,open,Critical,cancellation request
7732,Product recommendation,pending customer response,Critical,refund request
7733,Account access,open,High,cancellation request
7734,Refund request,open,Low,refund request
7735,Peripheral compatibility,pending customer response,Critical,cancellation request
7736,Refund request,open,Critical,technical issue
7737,Product recommendation,pending customer response,Critical,product inquiry
7738,Product recommendation,closed,Medium,refund request
7739,Installation support,pending customer response,Critical,refund request
7740,Peripheral compatibility,pending customer response,High,cancellation request
7741,Account access,pending customer response,Low,refund request
7742,Hardware issue,open,Low,product inquiry
7743,Battery life,open,High,billing inquiry
7744,Peripheral compatibility,pending customer response,Critical,billing inquiry
7745,Software bug,closed,Low,product inquiry
7746,Product recommendation,open,Critical,product inquiry
7747,Product recommendation,pending customer response,High,billing inquiry
7748,Data loss,open,Critical,refund request
7749,Refund request,open,High,billing inquiry
7750,Account access,open,Medium,billing inquiry
7751,Product setup,closed,Medium,technical issue
7752,Peripheral compatibility,pending customer response,High,product inquiry
7753,Data loss,open,Low,technical issue
7754,Refund request,pending customer response,High,cancellation request
7755,Peripheral compatibility,pending customer response,Low,refund request
7756,Delivery problem,pending customer response,Medium,cancellation request
7757,Network problem,closed,Critical,billing inquiry
7758,Refund request,pending customer response,Medium,billing inquiry
7759,Account access,pending customer response,Low,technical issue
7760,Product setup,pending customer response,Critical,refund request
7761,Display issue,open,High,cancellation request
7762,Installation support,open,High,technical issue
7763,Battery life,pending customer response,Critical,technical issue
7764,Peripheral compatibility,pending customer response,Critical,refund request
7765,Network problem,closed,Medium,product inquiry
7766,Battery life,closed,Medium,technical issue
7767,Product compatibility,closed,High,refund request
7768,Product compatibility,pending customer response,Critical,cancellation request
7769,Payment issue,closed,Medium,refund request
7770,Account access,pending customer response,Medium,billing inquiry
7771,Hardware issue,pending customer response,Medium,billing inquiry
7772,Payment issue,open,Low,billing inquiry
7773,Software bug,pending customer response,High,product inquiry
7774,Product recommendation,open,Critical,product inquiry
7775,Product setup,closed,Medium,cancellation request
7776,Payment issue,open,Critical,product inquiry
7777,Battery life,open,Critical,product inquiry
7778,Data loss,closed,Low,refund request
7779,Account access,closed,High,cancellation request
7780,Data loss,open,Low,product inquiry
7781,Peripheral compatibility,pending customer response,Critical,cancellation request
7782,Product setup,open,Low,product inquiry
7783,Payment issue,closed,Critical,product inquiry
7784,Network problem,open,Low,technical issue
7785,Network problem,pending customer response,High,cancellation request
7786,Network problem,open,Medium,technical issue
7787,Product recommendation,open,Low,technical issue
7788,Installation support,open,Medium,cancellation request
7789,Product setup,closed,Low,technical issue
7790,Product setup,pending customer response,Critical,refund request
7791,Cancellation request,open,Medium,technical issue
7792,Cancellation request,open,Medium,product inquiry
7793,Hardware issue,closed,Critical,technical issue
7794,Cancellation request,open,High,refund request
7795,Software bug,closed,Critical,technical issue
7796,Data loss,open,Critical,cancellation request
7797,Account access,pending customer response,Low,billing inquiry
7798,Network problem,pending customer response,High,technical issue
7799,Installation support,closed,Medium,product inquiry
7800,Display issue,open,Low,cancellation request
7801,Product compatibility,closed,Critical,billing inquiry
7802,Installation support,open,Low,refund request
7803,Product recommendation,pending customer response,Low,refund request
7804,Refund request,closed,Critical,cancellation request
7805,Account access,pending customer response,Medium,cancellation request
7806,Product setup,closed,Low,cancellation request
7807,Product setup,open,High,cancellation request
7808,Product recommendation,pending customer response,High,refund request
7809,Software bug,pending customer response,Medium,technical issue
7810,Account access,pending customer response,Low,cancellation request
7811,Peripheral compatibility,open,Medium,technical issue
7812,Network problem,pending customer response,High,technical issue
7813,Product compatibility,closed,High,technical issue
7814,Peripheral compatibility,open,Low,billing inquiry
7815,Installation support,pending customer response,Medium,billing inquiry
7816,Software bug,pending customer response,Critical,cancellation request
7817,Installation support,open,Critical,cancellation request
7818,Cancellation request,pending customer response,Critical,product inquiry
7819,Software bug,pending customer response,Critical,product inquiry
7820,Payment issue,pending customer response,High,technical issue
7821,Software bug,closed,Low,technical issue
7822,Product setup,open,High,billing inquiry
7823,Account access,closed,High,refund request
7824,Product compatibility,pending customer response,High,technical issue
7825,Product setup,open,Critical,billing inquiry
7826,Hardware issue,pending customer response,Medium,billing inquiry
7827,Product recommendation,closed,Low,billing inquiry
7828,Product compatibility,open,Medium,technical issue
7829,Battery life,pending customer response,Medium,product inquiry
7830,Installation support,pending customer response,High,refund request
7831,Payment issue,pending customer response,Medium,billing inquiry
7832,Installation support,pending customer response,High,technical issue
7833,Software bug,pending customer response,Low,billing inquiry
7834,Installation support,pending customer response,Low,cancellation request
7835,Refund request,closed,Low,cancellation request
7836,Installation support,open,High,product inquiry
7837,Delivery problem,pending customer response,High,refund request
7838,Network problem,closed,Low,technical issue
7839,Account access,pending customer response,Medium,billing inquiry
7840,Battery life,open,Low,technical issue
7841,Data loss,open,High,technical issue
7842,Installation support,closed,Medium,technical issue
7843,Display issue,closed,Critical,refund request
7844,Network problem,pending customer response,High,technical issue
7845,Product setup,pending customer response,Critical,technical issue
7846,Network problem,pending customer response,Low,technical issue
7847,Product setup,pending customer response,Critical,product inquiry
7848,Payment issue,open,Low,billing inquiry
7849,Cancellation request,open,Low,technical issue
7850,Product compatibility,open,Medium,technical issue
7851,Refund request,closed,Medium,cancellation request
7852,Data loss,open,High,product inquiry
7853,Software bug,pending customer response,Critical,refund request
7854,Delivery problem,open,Critical,billing inquiry
7855,Battery life,open,Medium,refund request
7856,Account access,open,Low,technical issue
7857,Peripheral compatibility,open,Critical,cancellation request
7858,Delivery problem,pending customer response,Medium,cancellation request
7859,Data loss,open,Critical,refund request
7860,Data loss,closed,Low,refund request
7861,Hardware issue,pending customer response,Critical,refund request
7862,Network problem,pending customer response,Medium,billing inquiry
7863,Software bug,pending customer response,High,billing inquiry
7864,Hardware issue,closed,Critical,technical issue
7865,Battery life,open,High,product inquiry
7866,Battery life,open,Medium,technical issue
7867,Software bug,open,Medium,billing inquiry
7868,Cancellation request,open,Low,product inquiry
7869,Battery life,pending customer response,Low,billing inquiry
7870,Product setup,pending customer response,Low,technical issue
7871,Product recommendation,open,High,refund request
7872,Network problem,pending customer response,Critical,billing inquiry
7873,Hardware issue,open,High,technical issue
7874,Installation support,open,Medium,product inquiry
7875,Product compatibility,closed,Critical,billing inquiry
7876,Delivery problem,open,Critical,refund request
7877,Software bug,closed,Low,refund request
7878,Cancellation request,closed,High,cancellation request
7879,Display issue,open,Medium,refund request
7880,Data loss,pending customer response,Medium,technical issue
7881,Account access,pending customer response,High,refund request
7882,Software bug,pending customer response,Low,technical issue
7883,Hardware issue,closed,Low,refund request
7884,Refund request,closed,Low,technical issue
7885,Product recommendation,closed,Medium,cancellation request
7886,Software bug,pending customer response,High,refund request
7887,Product compatibility,pending customer response,Low,refund request
7888,Delivery problem,closed,Medium,technical issue
7889,Payment issue,closed,Medium,technical issue
7890,Payment issue,pending customer response,Medium,cancellation request
7891,Network problem,open,Medium,refund request
7892,Payment issue,pending customer response,Critical,refund request
7893,Delivery problem,open,Medium,cancellation request
7894,Network problem,closed,High,product inquiry
7895,Cancellation request,closed,Critical,product inquiry
7896,Account access,closed,Medium,refund request
7897,Cancellation request,closed,Critical,cancellation request
7898,Product setup,pending customer response,Low,billing inquiry
7899,Display issue,open,Low,technical issue
7900,Hardware issue,pending customer response,Critical,product inquiry
7901,Battery life,open,Critical,refund request
7902,Display issue,open,Medium,cancellation request
7903,Hardware issue,open,High,refund request
7904,Data loss,closed,Medium,refund request
7905,Software bug,closed,Medium,technical issue
7906,Peripheral compatibility,open,High,refund request
7907,Product setup,closed,Critical,refund request
7908,Data loss,closed,Critical,refund request
7909,Installation support,closed,Medium,technical issue
7910,Cancellation request,closed,Medium,refund request
7911,Refund request,closed,Low,technical issue
7912,Hardware issue,open,Medium,product inquiry
7913,Installation support,pending customer response,Critical,product inquiry
7914,Network problem,open,Low,technical issue
7915,Data loss,open,Critical,cancellation request
7916,Hardware issue,pending customer response,Medium,product inquiry
7917,Display issue,pending customer response,Critical,cancellation request
7918,Hardware issue,open,Medium,billing inquiry
7919,Account access,closed,Medium,product inquiry
7920,Software bug,closed,Low,technical issue
7921,Product recommendation,closed,Critical,technical issue
7922,Delivery problem,open,High,product inquiry
7923,Delivery problem,closed,Low,cancellation request
7924,Data loss,pending customer response,High,cancellation request
7925,Display issue,closed,High,cancellation request
7926,Payment issue,closed,Low,cancellation request
7927,Software bug,open,Critical,cancellation request
7928,Product compatibility,pending customer response,Medium,technical issue
7929,Network problem,open,Low,technical issue
7930,Product setup,closed,Low,technical issue
7931,Delivery problem,open,Medium,refund request
7932,Product recommendation,pending customer response,Medium,technical issue
7933,Software bug,pending customer response,Critical,product inquiry
7934,Hardware issue,pending customer response,Medium,cancellation request
7935,Hardware issue,closed,Critical,cancellation request
7936,Product compatibility,open,Medium,refund request
7937,Hardware issue,open,Low,technical issue
7938,Network problem,pending customer response,Low,technical issue
7939,Network problem,pending customer response,Critical,refund request
7940,Software bug,closed,Low,technical issue
7941,Product setup,pending customer response,Critical,product inquiry
7942,Delivery problem,pending customer response,Critical,cancellation request
7943,Account access,open,High,technical issue
7944,Installation support,open,Medium,billing inquiry
7945,Software bug,closed,Critical,billing inquiry
7946,Software bug,open,Critical,refund request
7947,Account access,pending customer response,High,refund request
7948,Data loss,closed,Medium,refund request
7949,Refund request,closed,Medium,cancellation request
7950,Network problem,open,Low,product inquiry
